"FWGPT","Vendor","NNSPO","Item","Part","Desc","Qty","Unit","SpecDrawing","SampleSize","CodedNotes","SuppDesc","Packing","MarkingReq"
"4574","BRP","4500506102","2","54-70-6237AW","SHEET,NPRN,0.125 THK,RUBBER,SOLID","54 SF","SF","","10","38-4 50-1 53-7 60-11D 60-29 60-58","PETROLEUM OIL,WEATHER AND OZONE RESISTANT (IN CONTACT WITH","",""
