"RFQ","Item","NNSPart","Qty","Min","EstTargetDate","Cost","Markup","DeliveryTime","Supplier","Notes"
"6000181875","1","9779911","900","0","9/28/2006","3.43","1.25","8w","BRP Rubber",""
